block,trial_in_block,condCode,primeType,identity,word,nStandards,isTarget,targetPosition,standardImage,deviantImage,standardTargetImage,deviantTargetImage
1,11,DO,DEATH,OTHER,חֲנִיטָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,12,NS,NEGATIVE,SELF,כָּאפִיָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,13,DO,DEATH,OTHER,דְּוַי,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,14,NS,NEGATIVE,SELF,רֶפֶשׁ,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,15,DO,DEATH,OTHER,כִימוֹתֶרַפְּיָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,16,DS,DEATH,SELF,אֵפֶר,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,17,NO,NEGATIVE,OTHER,זִלְזוּל,6,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,18,DO,DEATH,OTHER,פְּטִירָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,19,DS,DEATH,SELF,אוֹבְדָן,4,1,3,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,20,NO,NEGATIVE,OTHER,בִּיזוּי,6,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,21,DO,DEATH,OTHER,מָוֶת,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,22,NS,NEGATIVE,SELF,עָרִיץ,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,23,DO,DEATH,OTHER,סַרְטָן,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,24,NO,NEGATIVE,OTHER,צְבִיעוּת,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,25,NS,NEGATIVE,SELF,נִיפּוּץ,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,26,NO,NEGATIVE,OTHER,זוֹנָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,27,DS,DEATH,SELF,שְׁכוֹל,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,28,DO,DEATH,OTHER,מַגֵיפָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,29,DO,DEATH,OTHER,גְסִיסָה,6,1,4,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,30,DS,DEATH,SELF,קֶבֶר,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,31,NS,NEGATIVE,SELF,הַשְׁפָּלָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,32,DS,DEATH,SELF,זִיקְנָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,33,NS,NEGATIVE,SELF,אֲסִיר,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,34,DO,DEATH,OTHER,גוּלְגוֹלֶת,4,1,4,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,35,NS,NEGATIVE,SELF,חֶלְאָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,36,NO,NEGATIVE,OTHER,עֲלוּקָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,37,NS,NEGATIVE,SELF,הַכָּאָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,38,DS,DEATH,SELF,פּוֹגְרוֹם,6,1,3,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,39,NO,NEGATIVE,OTHER,סְכִיזוֹפְרֶנְיָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,40,NO,NEGATIVE,OTHER,שׁוֹט,6,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,41,DO,DEATH,OTHER,נְשָׁמָה,4,1,3,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,42,NO,NEGATIVE,OTHER,מִיאוּס,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,43,DO,DEATH,OTHER,הָרוּג,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,44,NO,NEGATIVE,OTHER,זֵיעָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,45,NS,NEGATIVE,SELF,תִּיעוּב,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,46,DO,DEATH,OTHER,טְבִיעָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,47,DO,DEATH,OTHER,קְבוּרָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
